id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
10027,47,6,1,4,0,1431,1,0,1,30,4,127,1,-1,0,4,0
10028,37,8,3,3,0,887,0,0,1,14,5,553,2,-1,0,4,0
10029,36,5,2,4,0,853,1,1,1,2,2,408,1,-1,0,4,0
10030,44,11,2,3,0,0,1,0,1,17,11,58,1,195,2,1,0
10031,45,10,2,3,0,-374,0,1,1,18,8,149,5,-1,0,4,0
10032,29,5,3,4,0,874,1,0,1,16,3,231,1,181,2,3,1
10033,24,8,3,1,0,2022,0,0,1,23,4,159,4,-1,0,4,1
10034,32,10,2,3,0,169,1,0,1,12,5,85,4,350,1,1,0
10035,34,8,3,3,0,15,0,0,1,31,8,104,1,-1,0,4,0
10036,37,3,1,3,0,175,1,1,3,13,5,753,6,-1,0,4,1
10037,55,8,1,3,0,218,1,0,3,29,5,200,2,-1,0,4,0
10038,33,2,2,3,0,370,1,0,1,8,4,249,1,-1,0,4,0
10039,47,2,2,3,0,820,0,0,1,18,1,262,1,91,1,3,1
10040,55,2,2,2,0,431,1,0,3,12,5,68,2,-1,0,4,0
10041,72,6,2,3,0,1533,0,0,1,16,12,546,2,-1,0,4,1
10042,40,8,2,2,0,-45,0,1,1,8,7,166,1,-1,0,4,0
10043,51,2,2,3,0,1374,1,0,3,30,5,378,1,-1,0,4,0
10044,33,2,3,3,0,687,1,0,1,6,2,178,2,273,1,1,0
10045,27,2,2,3,0,821,1,1,3,16,9,23,1,778,41,2,0
10046,27,3,2,4,0,59,0,0,1,28,7,306,6,-1,0,4,0
10047,27,10,2,3,0,806,1,0,1,14,5,304,2,332,21,1,0
10048,30,4,3,4,0,868,0,0,1,7,8,387,2,-1,0,4,0
10049,53,10,2,3,0,-3,0,0,3,5,5,1666,1,-1,0,4,0
10050,36,5,2,4,0,1318,1,0,1,7,8,100,2,-1,0,4,0
10051,35,3,2,3,0,10,1,0,1,21,7,314,7,-1,0,4,0
10052,56,3,2,4,0,51439,0,1,1,8,7,325,1,-1,0,4,0
10053,30,1,3,3,0,213,0,0,1,30,4,168,1,-1,0,4,0
10054,35,11,2,3,0,978,0,0,1,29,6,660,2,182,6,3,1
10055,32,7,3,4,0,519,1,0,1,16,4,317,2,149,1,1,0
10056,34,10,2,3,0,19,1,0,3,5,5,362,4,-1,0,4,0
10057,42,9,2,1,0,-7,0,0,2,31,7,41,6,-1,0,4,0
10058,48,1,3,3,0,6627,1,0,1,16,4,433,2,-1,0,4,0
10059,39,8,2,3,0,435,1,0,1,15,5,411,6,175,3,2,0
10060,50,5,2,4,0,5108,1,0,1,5,4,874,2,108,3,3,0
10061,32,10,2,3,0,1011,0,0,1,28,8,56,10,-1,0,4,0
10062,52,10,1,3,0,280,0,0,1,14,7,393,5,-1,0,4,0
10063,52,1,2,3,0,1228,1,1,1,4,8,218,1,-1,0,4,1
10064,43,2,2,2,0,46,1,0,1,15,5,38,7,332,6,1,0
10065,30,10,3,4,0,0,0,0,1,22,8,69,2,-1,0,4,0
10066,31,2,3,2,0,985,1,0,3,12,5,178,2,-1,0,4,0
10067,66,6,2,2,0,206,0,0,1,9,2,479,1,-1,0,4,1
10068,30,10,3,3,0,0,0,0,1,28,8,102,10,-1,0,4,0
10069,40,10,1,3,0,275,0,0,1,13,8,409,4,-1,0,4,0
10070,32,2,2,3,0,485,1,0,2,12,5,1100,2,-1,0,4,0
10071,52,10,2,3,0,0,1,0,1,1,6,144,1,83,1,1,0
10072,51,8,2,3,0,1703,1,0,1,7,5,101,1,-1,0,4,0
10073,31,2,2,3,0,113,1,0,1,5,5,337,3,-1,0,4,0
10074,31,1,2,3,0,685,1,0,1,15,5,552,1,329,3,1,1
10075,29,3,3,4,0,219,1,0,1,18,5,76,2,356,1,1,0
10076,36,1,2,4,0,3127,1,0,3,20,5,147,2,-1,0,4,0
10077,58,10,2,1,0,71,1,0,3,5,5,71,1,-1,0,4,0
10078,42,10,2,3,0,4945,1,0,1,2,3,311,2,-1,0,4,1
10079,52,2,2,3,0,1117,1,0,1,13,5,365,1,-1,0,4,0
10080,52,2,2,3,0,665,1,0,3,15,5,57,4,-1,0,4,0
10081,59,6,2,2,0,255,0,1,1,25,8,62,6,-1,0,4,0
10082,45,5,2,4,0,3857,1,0,1,2,2,195,1,-1,0,4,0
10083,33,5,3,4,0,5276,0,0,1,4,11,572,1,-1,0,4,0
10084,36,5,3,4,0,1283,0,0,1,18,8,92,5,-1,0,4,0
10085,51,2,2,2,0,2995,1,0,3,11,6,93,2,-1,0,4,0
10086,36,11,2,3,0,923,0,0,3,27,9,6,1,-1,0,4,0
10087,60,6,2,3,0,5632,1,0,1,30,7,380,7,-1,0,4,0
10088,56,1,1,1,0,789,1,0,1,8,5,1022,1,360,2,1,0
10089,42,8,2,3,0,2219,1,0,1,31,7,548,2,-1,0,4,0
10090,32,10,3,3,0,4069,1,0,1,25,7,273,1,-1,0,4,0
10091,29,5,2,4,1,53,1,0,1,31,7,27,17,-1,0,4,0
10092,32,8,3,4,0,748,1,0,1,18,5,166,2,357,2,2,0
10093,25,1,3,3,0,1871,0,0,1,8,9,260,1,96,1,3,1
10094,40,10,2,3,0,56,1,1,1,29,1,194,1,247,1,1,0
10095,32,2,3,3,0,2696,1,0,1,20,11,564,2,183,1,1,0
10096,33,7,1,3,0,1904,1,0,1,17,7,1584,2,-1,0,4,1
10097,32,10,2,3,0,557,1,0,1,6,5,91,2,-1,0,4,0
10098,46,1,3,3,0,1544,1,0,3,29,5,609,1,-1,0,4,0
10099,46,3,2,3,0,0,0,0,1,29,7,100,12,-1,0,4,0
10100,35,1,3,3,0,6554,0,0,1,29,7,226,1,-1,0,4,0
10101,40,2,2,3,0,-313,1,0,3,3,7,251,2,-1,0,4,0
10102,31,5,2,3,0,1368,1,0,1,12,8,129,4,-1,0,4,0
10103,33,1,2,3,0,2228,1,0,3,21,5,726,1,-1,0,4,0
10104,37,10,3,3,0,3665,0,0,1,12,8,664,3,-1,0,4,1
10105,32,10,1,3,0,0,0,0,1,19,8,103,4,-1,0,4,0
10106,32,8,3,3,0,3993,0,0,1,22,5,148,2,-1,0,4,1
10107,29,10,3,3,1,28,1,0,1,18,7,203,1,-1,0,4,0
10108,34,1,2,3,0,747,1,1,1,17,4,248,2,-1,0,4,0
10109,41,2,2,3,0,382,1,0,2,17,4,218,2,-1,0,4,0
10110,46,1,2,3,0,526,0,1,1,31,7,251,3,-1,0,4,0
10111,44,1,2,3,0,0,1,0,1,6,8,142,1,260,1,2,0
10112,33,8,2,4,0,597,0,0,1,4,2,134,1,-1,0,4,0
10113,46,1,2,3,0,2533,0,0,1,4,8,282,1,-1,0,4,0
10114,29,2,3,3,0,2553,1,0,1,16,4,250,1,-1,0,4,0
10115,59,2,2,2,0,3587,0,1,3,5,6,118,2,-1,0,4,0
10116,50,2,1,3,0,2402,1,0,3,19,5,219,1,-1,0,4,0
10117,36,11,2,4,0,154,0,0,1,26,8,556,7,-1,0,4,1
10118,28,8,3,3,0,0,0,1,1,16,7,133,1,-1,0,4,0
10119,34,10,2,3,0,806,0,0,1,19,7,253,3,458,1,3,1
10120,40,10,2,4,0,2946,0,0,3,9,6,78,2,-1,0,4,0
10121,32,5,3,4,0,577,0,0,1,7,8,101,2,-1,0,4,0
10122,53,6,2,4,0,1452,0,1,1,19,11,442,2,113,3,1,0
10123,33,5,2,4,0,273,1,0,3,16,5,803,1,-1,0,4,1
10124,51,3,2,3,1,-2082,0,1,1,28,7,123,6,-1,0,4,0
10125,27,8,2,3,0,834,0,0,1,29,1,265,2,-1,0,4,0
10126,32,10,3,4,0,514,1,1,1,7,5,138,1,168,1,1,0
10127,36,2,1,3,0,421,1,0,1,15,5,34,7,360,4,2,0
10128,55,8,2,3,0,96,0,0,2,30,7,340,2,-1,0,4,0
10129,44,3,2,3,0,242,0,1,1,21,7,100,4,-1,0,4,0
10130,58,4,2,2,0,435,1,0,2,28,7,122,6,-1,0,4,0
10131,40,8,3,3,0,-278,1,0,3,12,5,400,3,-1,0,4,0
10132,37,7,2,3,0,744,1,1,1,21,8,161,3,-1,0,4,0
10133,33,1,2,4,0,585,1,0,1,17,11,131,1,-1,0,4,0
10134,46,2,2,2,0,530,1,0,3,6,5,739,3,-1,0,4,0
10135,48,5,1,4,0,-478,1,0,1,17,11,87,5,167,6,1,0
10136,22,10,3,3,0,4659,1,0,3,23,6,53,4,-1,0,4,0
10137,42,10,2,3,1,-197,1,0,1,6,8,66,7,-1,0,4,0
10138,49,1,1,3,0,333,1,0,3,27,5,36,3,-1,0,4,0
10139,27,8,2,3,0,54,1,0,1,18,5,97,1,370,1,1,0
10140,57,10,2,3,0,104,0,0,1,27,8,86,5,-1,0,4,0
10141,45,10,1,3,0,12389,0,1,1,8,7,711,1,-1,0,4,0
10142,21,9,3,1,0,137,1,0,3,12,5,198,3,-1,0,4,0
10143,23,8,2,3,0,14,1,1,2,13,5,19,8,358,1,1,0
10144,25,8,3,3,0,55,1,1,3,28,5,217,1,-1,0,4,0
10145,40,2,2,3,0,1515,1,0,1,10,8,503,1,-1,0,4,1
10146,36,8,2,3,0,647,1,1,1,15,5,290,2,-1,0,4,0
10147,34,10,3,3,0,0,1,1,3,16,5,214,1,-1,0,4,0
10148,54,5,2,4,0,0,0,0,1,16,7,118,5,-1,0,4,0
10149,43,5,2,1,0,587,1,0,1,5,2,11,6,231,9,1,0
10150,41,11,2,3,0,277,1,0,1,12,5,152,3,351,2,1,0
10151,50,5,2,4,0,5124,1,0,1,18,8,111,2,-1,0,4,0
10152,30,5,3,3,0,-62,0,1,1,30,7,117,17,-1,0,4,0
10153,34,5,3,1,0,1534,1,0,1,16,4,156,1,147,7,2,0
10154,53,2,1,2,0,4401,0,0,2,11,8,254,1,-1,0,4,1
10155,24,9,3,3,0,822,0,0,1,28,7,106,2,-1,0,4,0
10156,58,11,2,3,0,2690,0,0,1,7,8,142,2,-1,0,4,0
10157,36,2,3,2,0,851,1,0,3,28,5,168,1,-1,0,4,0
10158,49,5,1,4,0,4961,1,0,1,3,2,298,2,231,1,1,0
10159,48,1,2,3,0,0,0,1,1,11,10,195,1,104,5,1,0
10160,35,2,2,2,0,456,1,0,3,2,6,71,1,-1,0,4,0
10161,30,5,3,4,0,640,0,0,1,6,2,124,4,213,2,1,0
10162,33,10,1,3,0,250,1,1,1,7,5,277,1,-1,0,4,0
10163,46,5,2,3,0,430,1,0,1,18,11,91,1,-1,0,4,0
10164,25,10,3,3,0,276,1,0,3,12,5,268,4,-1,0,4,0
10165,31,12,2,3,0,111,0,0,1,20,8,70,2,-1,0,4,0
10166,28,9,3,3,0,153,0,0,1,23,7,1124,2,-1,0,4,1
10167,46,10,2,3,0,-408,1,1,2,7,5,138,4,286,1,2,0
10168,28,9,3,3,0,891,0,0,2,4,5,34,6,-1,0,4,0
10169,27,2,2,3,0,77,1,0,1,4,2,253,1,-1,0,4,0
10170,33,1,2,3,0,44,1,1,3,7,5,231,1,-1,0,4,0
10171,31,10,3,3,0,1447,1,0,1,18,5,236,3,178,15,1,0
10172,57,4,1,1,0,11632,0,0,2,30,4,71,2,-1,0,4,0
10173,48,2,2,2,0,418,1,0,3,9,5,102,3,-1,0,4,0
10174,60,6,1,4,0,1349,0,1,3,26,6,198,2,-1,0,4,0
10175,46,2,2,2,0,588,1,0,1,20,4,249,3,237,4,1,0
10176,47,8,2,2,0,504,0,1,3,18,6,156,3,-1,0,4,0
10177,44,2,2,3,0,138,1,0,3,8,5,283,3,-1,0,4,0
10178,39,2,3,2,0,6,1,0,1,19,11,286,2,-1,0,4,0
10179,59,6,2,2,0,0,0,0,1,5,6,493,2,-1,0,4,1
10180,44,2,2,3,0,669,1,0,1,13,5,15,7,-1,0,4,0
10181,44,8,1,3,0,12,1,1,1,31,7,5,3,-1,0,4,0
10182,63,6,2,2,0,12067,0,0,2,20,10,2187,1,-1,0,4,0
10183,37,5,1,3,0,414,0,0,1,29,1,293,2,162,4,1,0
10184,56,6,2,3,0,0,1,0,3,7,5,333,4,-1,0,4,0
10185,46,1,3,3,0,533,0,0,1,22,5,71,1,-1,0,4,0
10186,34,5,2,4,0,986,1,0,3,2,6,105,11,-1,0,4,0
10187,53,2,2,3,0,-71,1,0,1,6,5,91,3,-1,0,4,0
10188,42,2,2,2,0,2519,1,0,3,15,5,262,4,-1,0,4,0
10189,55,8,2,3,0,560,1,0,3,9,5,91,3,-1,0,4,0
10190,45,10,2,2,0,6535,0,0,1,30,7,639,2,-1,0,4,0
10191,50,10,2,4,0,329,0,0,1,19,8,329,4,-1,0,4,0
10192,41,1,2,3,0,-5,1,0,1,29,7,38,17,-1,0,4,0
10193,28,2,2,3,0,86,1,1,3,15,5,918,1,-1,0,4,0
10194,36,5,3,4,0,854,1,1,1,15,7,503,6,-1,0,4,0
10195,27,2,3,2,0,409,1,0,1,18,5,276,4,301,2,3,0
10196,46,2,2,3,0,229,1,0,1,17,4,191,1,-1,0,4,0
10197,54,5,2,4,0,3795,1,1,1,17,11,227,2,119,1,1,0
10198,25,8,2,3,0,1078,0,0,2,21,7,218,2,-1,0,4,0
10199,59,5,1,4,0,844,0,1,3,27,5,100,2,-1,0,4,0
10200,33,10,2,3,0,221,1,0,1,13,5,669,1,355,4,1,1
10201,49,1,2,3,0,2,0,0,1,29,7,246,4,-1,0,4,0
10202,30,10,2,3,0,-280,1,0,1,17,4,609,2,266,2,1,0
10203,46,10,1,3,0,435,1,0,3,15,5,192,3,-1,0,4,0
10204,31,10,2,3,0,180,0,0,1,17,3,299,2,-1,0,4,1
10205,60,6,1,3,0,1718,1,0,3,26,5,146,6,-1,0,4,0
10206,32,11,2,4,0,283,1,0,1,22,7,151,2,-1,0,4,0
10207,33,5,2,4,0,1297,1,0,1,14,10,117,1,-1,0,4,0
10208,37,2,2,3,0,342,1,0,1,12,5,340,2,175,1,1,0
10209,36,5,3,4,0,0,0,0,1,27,8,134,2,-1,0,4,0
10210,54,10,1,3,0,765,1,1,1,15,7,812,3,-1,0,4,0
10211,45,1,3,3,0,757,1,1,1,24,7,144,3,-1,0,4,0
10212,52,2,2,3,0,46,1,0,3,8,5,132,1,-1,0,4,0
10213,42,10,2,4,0,3530,0,0,1,5,8,33,4,-1,0,4,0
10214,54,7,2,3,0,745,0,1,1,25,8,110,6,-1,0,4,0
10215,33,8,3,3,0,3358,1,0,1,5,2,502,2,-1,0,4,0
10216,45,2,1,3,0,1951,1,0,1,4,2,692,1,-1,0,4,0
10217,58,2,2,3,0,1626,0,0,1,20,8,391,4,-1,0,4,0
10218,43,1,1,3,0,242,1,0,3,23,5,174,1,-1,0,4,0
10219,55,6,2,1,0,554,0,1,1,25,7,234,1,-1,0,4,0
10220,38,3,2,4,0,1514,0,1,1,21,11,160,3,120,3,1,0
10221,52,2,2,2,0,281,1,0,1,16,4,55,4,335,3,2,0
10222,57,11,2,2,0,5126,1,0,1,2,2,113,2,-1,0,4,0
10223,51,2,2,2,0,1194,1,0,1,18,11,714,1,186,3,1,0
10224,36,2,2,3,0,1790,1,0,1,16,4,386,2,-1,0,4,0
10225,20,2,2,2,0,-172,1,1,3,19,5,238,3,-1,0,4,0
10226,51,5,2,4,0,1355,1,0,3,3,6,272,1,-1,0,4,0
10227,47,10,1,4,0,-1148,1,1,3,27,5,62,2,-1,0,4,0
10228,45,10,2,3,0,1081,1,0,1,17,7,127,3,-1,0,4,0
10229,50,1,2,2,0,82,0,0,1,22,8,101,4,-1,0,4,0
10230,27,8,2,2,0,921,0,0,1,2,2,141,1,-1,0,4,0
10231,54,2,2,3,0,682,1,1,3,26,5,133,1,-1,0,4,0
10232,46,10,3,3,0,5862,0,0,1,1,6,84,1,-1,0,4,1
10233,31,10,3,3,0,147,1,0,3,7,5,374,1,-1,0,4,0
10234,44,2,2,2,0,93,1,0,1,17,11,230,1,-1,0,4,0
10235,41,5,2,4,0,2251,0,0,1,26,8,338,9,-1,0,4,0
10236,54,5,2,4,0,8295,0,0,1,2,10,849,2,119,1,3,1
10237,32,2,3,3,0,123,1,0,1,8,7,329,4,-1,0,4,0
10238,56,6,1,3,0,4,0,0,3,17,6,135,1,-1,0,4,0
10239,53,5,2,4,0,1945,0,0,2,7,8,262,7,-1,0,4,0
10240,22,9,3,3,0,489,0,0,3,28,5,223,5,-1,0,4,0
10241,37,2,2,3,0,1736,0,1,3,18,6,66,1,-1,0,4,0
10242,38,10,2,3,0,1333,1,0,2,11,5,21,5,346,6,2,0
10243,37,10,2,4,0,6968,0,0,1,1,6,175,1,-1,0,4,0
10244,32,7,3,4,0,721,1,0,1,5,5,323,1,-1,0,4,0
10245,37,11,2,3,0,-476,1,0,3,26,5,149,2,-1,0,4,0
10246,57,2,2,2,0,2112,0,0,1,12,8,1134,2,-1,0,4,1
10247,32,2,2,3,0,129,1,0,1,29,7,119,7,-1,0,4,0
10248,28,8,3,3,0,168,1,0,1,7,5,128,1,-1,0,4,0
10249,38,11,2,2,0,-363,0,0,3,12,6,340,2,-1,0,4,0
10250,38,8,1,3,0,792,0,0,3,6,6,430,1,-1,0,4,0
10251,54,5,2,4,0,511,0,0,1,22,5,264,2,94,3,1,0
10252,58,8,2,2,0,943,1,0,3,3,6,243,3,-1,0,4,0
10253,26,3,2,4,0,37,1,1,1,6,5,207,1,363,2,1,0
10254,31,5,3,4,0,3289,0,0,1,12,4,235,1,314,1,1,0
10255,40,1,2,3,0,732,0,0,1,9,9,71,1,139,4,3,0
10256,45,10,2,2,0,-322,0,0,3,9,6,225,2,-1,0,4,0
10257,45,2,2,3,0,827,1,0,3,15,5,319,5,-1,0,4,0
10258,49,4,2,2,0,3436,0,0,3,16,6,171,2,-1,0,4,0
10259,35,5,3,4,0,385,1,0,1,29,8,168,2,-1,0,4,0
10260,40,3,2,2,0,324,1,0,1,27,8,205,6,-1,0,4,0
10261,29,2,3,1,0,694,1,1,1,16,7,1806,4,-1,0,4,1
10262,60,2,2,3,0,3122,0,0,2,18,8,51,12,-1,0,4,0
10263,30,5,3,4,0,60,0,0,1,27,8,87,3,-1,0,4,0
10264,54,6,2,3,0,763,0,0,1,4,8,389,2,-1,0,4,0
10265,36,10,2,4,0,421,1,0,1,13,5,793,5,-1,0,4,0
10266,52,5,2,4,0,994,0,0,1,8,9,127,1,370,4,1,0
10267,50,5,2,4,0,830,0,0,1,17,11,71,1,138,2,1,0
10268,37,10,2,3,0,1762,0,0,1,16,4,334,2,-1,0,4,1
10269,36,1,2,3,0,-206,1,0,1,2,2,122,1,-1,0,4,0
10270,38,2,2,2,0,54,1,0,3,8,5,180,1,-1,0,4,0
10271,39,8,2,3,0,1099,0,0,3,29,5,134,6,-1,0,4,0
10272,30,2,3,2,0,185,0,0,3,26,6,11,1,-1,0,4,0
10273,58,8,2,2,0,374,0,1,3,1,7,420,2,-1,0,4,0
10274,30,5,3,4,0,620,1,0,1,30,4,513,1,-1,0,4,0
10275,29,5,3,4,0,726,1,0,3,9,5,200,3,-1,0,4,0
10276,39,1,2,3,0,248,1,0,1,17,4,649,1,-1,0,4,0
10277,52,10,2,3,0,2206,1,0,3,20,6,20,18,-1,0,4,0
10278,46,1,1,3,0,2232,0,0,1,13,2,121,1,-1,0,4,1
10279,34,8,3,4,0,49,1,0,1,4,2,250,1,-1,0,4,0
10280,46,2,1,2,0,216,0,0,1,2,2,173,1,-1,0,4,0
10281,42,5,1,4,0,1116,1,0,3,19,5,88,6,-1,0,4,0
10282,41,11,3,2,0,216,0,0,1,5,6,577,3,-1,0,4,1
10283,31,2,3,3,0,0,1,0,3,21,5,397,9,-1,0,4,0
10284,53,6,2,2,0,383,1,0,3,14,5,171,1,-1,0,4,0
10285,44,10,3,3,0,-34,0,1,1,27,8,14,13,-1,0,4,0
10286,42,3,1,3,0,335,1,0,1,12,5,580,1,-1,0,4,1
10287,27,8,3,3,0,266,0,1,1,7,7,232,1,-1,0,4,0
10288,39,10,1,3,0,454,0,0,1,11,8,73,2,-1,0,4,0
10289,25,2,2,3,0,-288,0,1,1,30,7,311,4,-1,0,4,0
10290,37,1,2,2,0,214,1,0,1,9,7,645,1,-1,0,4,1
10291,47,2,2,2,0,699,0,0,1,5,8,203,1,-1,0,4,0
10292,49,8,1,3,0,470,1,0,3,9,5,659,2,-1,0,4,0
10293,34,10,1,3,0,7,1,1,1,21,11,94,2,199,1,1,0
10294,27,1,2,3,0,283,1,0,1,18,7,483,1,-1,0,4,0
10295,32,11,2,3,0,93,1,0,3,20,5,203,2,-1,0,4,0
10296,42,5,2,4,0,372,1,0,1,4,8,153,3,1,2,3,1
10297,60,6,3,4,0,7440,1,0,3,15,5,92,3,-1,0,4,0
10298,37,8,3,3,0,594,1,0,1,29,1,359,1,-1,0,4,0
10299,39,2,2,3,0,8,0,1,1,18,11,607,1,-1,0,4,0
10300,30,5,3,4,0,890,0,0,1,27,8,16,18,-1,0,4,0
10301,31,5,2,4,0,1260,0,1,3,21,5,93,1,-1,0,4,0
10302,45,8,3,3,0,-688,0,1,1,8,7,106,1,-1,0,4,0
10303,43,2,2,1,0,175,0,0,1,7,5,54,1,-1,0,4,0
10304,32,7,3,3,0,1259,0,0,1,25,7,184,2,-1,0,4,0
10305,27,9,3,4,0,5741,0,0,1,21,8,72,1,88,1,1,0
10306,28,3,2,3,0,490,1,0,1,17,4,728,1,316,3,2,0
10307,50,1,3,3,0,692,1,0,3,30,5,136,8,-1,0,4,0
10308,43,5,1,4,0,221,1,0,1,11,5,313,1,369,2,1,0
10309,57,2,2,2,0,42,1,0,3,21,5,384,3,-1,0,4,0
10310,32,2,2,3,0,2,1,0,1,15,5,16,9,309,1,1,0
10311,44,2,3,2,0,0,1,0,1,24,7,184,1,-1,0,4,0
10312,44,2,2,3,0,72,1,0,3,29,5,456,1,-1,0,4,0
10313,45,2,3,2,0,116,1,0,1,15,5,16,5,365,1,1,0
10314,48,5,2,4,0,1147,0,0,1,3,12,155,1,120,3,3,1
10315,34,2,2,1,0,568,1,0,1,25,7,256,1,-1,0,4,0
10316,36,5,2,4,0,0,1,0,1,20,11,139,1,-1,0,4,0
10317,54,2,2,3,0,153,0,0,3,20,6,7,12,-1,0,4,0
10318,56,1,1,2,0,207,1,0,3,3,6,88,4,-1,0,4,0
10319,59,6,1,2,0,217,1,0,3,26,5,574,3,-1,0,4,0
10320,30,10,2,3,0,398,1,0,1,17,4,132,2,238,2,1,0
10321,34,8,2,3,0,0,1,0,1,21,4,95,1,-1,0,4,0
10322,25,2,3,2,0,-221,1,0,3,23,5,250,1,-1,0,4,0
10323,41,10,2,3,0,305,1,1,1,10,7,61,4,-1,0,4,0
10324,49,12,2,3,0,4846,0,0,3,20,6,638,9,-1,0,4,0
10325,32,8,2,2,0,-109,1,0,1,31,7,77,5,-1,0,4,0
10326,50,10,2,3,0,232,0,0,1,18,11,90,1,-1,0,4,0
10327,55,10,3,3,0,2043,1,0,1,18,11,655,1,-1,0,4,0
10328,38,4,2,3,0,0,1,0,3,6,5,59,3,-1,0,4,0
10329,81,6,2,3,0,93,0,0,1,7,12,164,1,-1,0,4,0
10330,39,10,2,4,0,1524,0,0,1,20,4,567,1,-1,0,4,1
10331,50,1,2,3,0,2695,0,0,1,17,5,312,2,159,2,2,0
10332,50,4,2,2,0,5296,0,0,1,19,11,64,7,-1,0,4,0
10333,38,2,2,2,0,406,1,0,1,25,7,460,5,-1,0,4,0
10334,42,4,2,4,0,0,0,0,1,26,8,112,10,-1,0,4,0
10335,32,8,3,3,0,38,1,0,3,27,5,66,1,-1,0,4,0
10336,41,5,3,4,0,236,0,0,1,26,8,72,4,-1,0,4,0
10337,54,10,2,3,0,0,0,0,2,5,2,744,3,-1,0,4,1
10338,57,3,2,3,0,1888,0,0,1,20,11,80,1,-1,0,4,0
10339,33,8,2,3,0,0,0,0,1,9,7,128,1,-1,0,4,0
10340,58,6,2,3,0,983,0,0,1,5,8,139,1,-1,0,4,0
10341,45,5,2,4,0,4119,1,1,2,31,8,473,2,283,1,3,1
10342,32,2,2,3,0,687,1,0,3,9,5,61,1,-1,0,4,0
10343,39,5,3,4,0,1234,0,0,2,29,7,64,4,-1,0,4,0
10344,35,8,2,3,0,1317,1,0,3,21,5,69,4,-1,0,4,0
10345,31,2,3,3,0,183,1,0,1,14,5,258,1,300,1,3,0
10346,26,1,3,3,0,125,0,0,1,4,8,92,1,118,6,2,0
10347,47,8,2,3,0,1111,0,0,3,20,6,415,4,-1,0,4,0
10348,34,1,2,3,0,1551,1,1,1,8,7,188,2,82,4,2,0
10349,42,5,1,4,0,-259,0,1,1,29,1,149,1,-1,0,4,0
10350,40,5,1,3,0,-626,1,0,1,7,7,140,4,-1,0,4,0
10351,33,10,3,3,0,1327,1,0,1,2,2,20,7,-1,0,4,0
10352,51,5,2,4,0,9796,0,1,3,6,6,110,1,-1,0,4,0
10353,26,9,3,4,0,37,1,0,3,8,5,108,1,-1,0,4,0
10354,40,1,2,3,0,538,0,0,3,16,6,167,2,-1,0,4,0
10355,26,1,3,3,0,52,0,0,1,28,1,287,1,-1,0,4,0
10356,64,6,2,3,0,588,0,0,1,18,1,366,1,91,2,1,1
10357,30,5,2,4,0,0,0,0,1,14,8,95,2,-1,0,4,0
10358,55,10,2,3,0,477,0,0,1,8,7,138,1,-1,0,4,0
10359,42,3,2,3,0,0,1,0,1,20,11,73,4,-1,0,4,0
10360,53,1,2,3,0,1796,0,0,2,16,3,295,1,91,2,3,1
10361,56,6,2,3,0,102,1,0,2,11,5,267,1,369,1,1,0
10362,55,2,1,1,0,1545,1,0,1,14,5,59,1,345,2,1,0
10363,48,10,2,3,0,32,1,1,1,17,11,110,2,-1,0,4,0
10364,45,2,3,2,0,2121,0,0,1,21,11,326,2,-1,0,4,0
10365,26,2,3,3,0,330,1,0,1,18,5,156,1,348,1,1,0
10366,42,8,2,3,0,798,0,0,1,17,4,80,1,338,1,2,0
10367,77,6,2,4,0,0,0,0,1,17,8,286,1,-1,0,4,1
10368,46,2,2,2,0,588,1,0,1,26,8,260,4,-1,0,4,0
10369,39,2,2,3,0,43,0,0,1,15,5,354,8,-1,0,4,0
10370,42,10,2,3,0,5455,0,0,1,11,8,149,4,-1,0,4,0
10371,60,1,2,3,0,12980,0,0,1,5,3,115,1,-1,0,4,1
10372,40,7,2,4,0,1603,0,0,3,17,6,279,1,-1,0,4,0
10373,29,2,2,2,0,190,0,0,3,7,5,51,1,-1,0,4,0
10374,57,5,3,4,0,73,0,0,3,12,5,41,1,-1,0,4,0
10375,40,10,3,3,0,1001,1,1,1,7,5,148,1,-1,0,4,0
10376,50,2,2,2,0,2142,1,0,1,29,1,309,2,224,1,2,0
10377,49,10,2,3,0,3392,0,0,1,13,8,272,2,-1,0,4,0
10378,59,5,2,3,0,4412,0,0,1,2,11,162,2,-1,0,4,1
10379,37,2,2,3,0,190,1,0,3,9,5,83,2,-1,0,4,0
10380,45,10,2,3,0,89,1,0,1,30,4,73,2,350,2,1,0
10381,50,4,2,2,0,0,0,0,1,28,8,39,4,-1,0,4,0
10382,51,2,2,2,0,5206,1,0,1,20,11,168,3,-1,0,4,0
10383,50,2,2,2,0,383,0,0,2,2,10,382,2,-1,0,4,0
10384,44,5,2,4,0,254,1,1,1,11,5,145,2,300,3,1,0
10385,82,6,1,2,0,928,0,0,2,23,9,217,2,188,3,2,0
10386,30,5,3,4,0,2123,0,0,1,11,8,217,2,-1,0,4,0
10387,36,4,2,3,0,409,1,0,1,8,5,104,2,-1,0,4,0
10388,32,2,2,3,0,476,1,0,1,23,7,956,9,-1,0,4,1
10389,55,1,2,3,0,51,0,0,1,20,8,94,2,-1,0,4,0
10390,52,6,1,2,0,353,0,0,1,31,7,395,4,-1,0,4,0
10391,31,1,1,3,0,217,1,0,1,30,1,1776,2,-1,0,4,1
